post_id,comment_id,text,author_name,created_time,likes_count
DP1zlfJEcYz,,"हमारी आस्था, हमारा दायित्व! 🙏
जब हमें अपने घर या आसपास खंडित मूर्तियाँ या पुराने धार्मिक चित्र मिलते हैं, तो क्या हम उन्हें सम्मान दे पाते हैं? उन्हें कूड़ेदान में फेंकना हमारी आस्था के विपरीत है।
हमारा अनुरोध है:
 * टूटी मूर्तियों/पुराने चित्रों को कचरे में न डालें।
 * उन्हें @aasthacare_official को सौंपें।
 * आस्थाकेयर उन्हें धार्मिक रीति-रिवाजों के अनुसार सम्मानपूर्वक अंतिम विसर्जन या पुनर्स्थापना सुनिश्चित करता है।
याद रखें: ""सेवा ही योग है, सम्मान ही मोक्ष।""
आइए, ईश्वर के प्रति अपने आदर को बनाए रखने में @aasthacare_official का साथ दें और इस महत्वपूर्ण जागरूकता को फैलाएं!
अधिक जानकारी और सहयोग के लिए @aasthacare_official को फॉलो करें।
 * aasthacare_official और @hinduraaj_up13",,,0
DP1zlfJEcYz,,"हमारी आस्था, हमारा दायित्व! 🙏
जब हमें अपने घर या आसपास खंडित मूर्तियाँ या पुराने धार्मिक चित्र मिलते हैं, तो क्या हम उन्हें सम्मान दे पाते हैं? उन्हें कूड़ेदान में फेंकना हमारी आस्था के विपरीत है।
हमारा अनुरोध है:
 * टूटी मूर्तियों/पुराने चित्रों को कचरे में न डालें।
 * उन्हें @aasthacare_official को सौंपें।
 * आस्थाकेयर उन्हें धार्मिक रीति-रिवाजों के अनुसार सम्मानपूर्वक अंतिम विसर्जन या पुनर्स्थापना सुनिश्चित करता है।
याद रखें: ""सेवा ही योग है, सम्मान ही मोक्ष।""
आइए, ईश्वर के प्रति अपने आदर को बनाए रखने में @aasthacare_official का साथ दें और इस महत्वपूर्ण जागरूकता को फैलाएं!
अधिक जानकारी और सहयोग के लिए @aasthacare_official को फॉलो करें।
 * aasthacare_official और @hinduraaj_up13",,,0
DP1zlfJEcYz,,"हमारी आस्था, हमारा दायित्व! 🙏
जब हमें अपने घर या आसपास खंडित मूर्तियाँ या पुराने धार्मिक चित्र मिलते हैं, तो क्या हम उन्हें सम्मान दे पाते हैं? उन्हें कूड़ेदान में फेंकना हमारी आस्था के विपरीत है।
हमारा अनुरोध है:
 * टूटी मूर्तियों/पुराने चित्रों को कचरे में न डालें।
 * उन्हें @aasthacare_official को सौंपें।
 * आस्थाकेयर उन्हें धार्मिक रीति-रिवाजों के अनुसार सम्मानपूर्वक अंतिम विसर्जन या पुनर्स्थापना सुनिश्चित करता है।
याद रखें: ""सेवा ही योग है, सम्मान ही मोक्ष।""
आइए, ईश्वर के प्रति अपने आदर को बनाए रखने में @aasthacare_official का साथ दें और इस महत्वपूर्ण जागरूकता को फैलाएं!
अधिक जानकारी और सहयोग के लिए @aasthacare_official को फॉलो करें।
 * aasthacare_official और @hinduraaj_up13",,,0
DP1zlfJEcYz,,🔥🔥🔥🔥🔥,,,0
DP1zlfJEcYz,,👌👌👌👌👌,,,0
DP1zlfJEcYz,,GIVE ME REPOSTS,,,0
DP1zlfJEcYz,,5344,,,0
DP4acPdEfVq,,Wasted time,,,0
DP4acPdEfVq,,Abis deh tinta pulpen gua,,,0
DP4acPdEfVq,,Tem muito tempo pra fazer isso 😂😂😂😂,,,0
DP4acPdEfVq,,Круто 👏👏👏👏👏👏🔥🔥🔥🔥,,,0
DP4acPdEfVq,,Childhood memory 🙌🏻,,,0
DP4acPdEfVq,,🙌🔥,,,0
DP4acPdEfVq,,И.........?,,,0
DP4acPdEfVq,,#stajyermaaslariyukselsin,,,0
DP4acPdEfVq,,👏👏👏mathematic❤️,,,0
DP1fZcsgBym,,Oh....What a creativity 😮,,,0
DP1fZcsgBym,,Amazing work,,,0
DP1fZcsgBym,,"🌟 بكج كوجي للتفتيح الثلاثي يبدو رائعًا! 🎁 إليك تفاصيل العرض:
_المكونات:_
1. صابون GuanJing البرتقالي للتفتيح
2. سيروم الكوجيك أسيد لتفتيح وشد البشرة
3. كريم الكوجيك أسيد للترطيب
_المميزات:_
- تفتيح البشرة
- تنظيف المسام من الأعماق
- شد البشرة
- ترطيب البشرة",,,0
DP1fZcsgBym,,Rubble or Flintstone,,,0
DP1fZcsgBym,,Sounds like Simon Burke invented trains 🚂 on wheels 🎡,,,0
